"code","name","credit","lecture_hours","tutorial_hours","pratical_hours","discussion_hours","project_hours","pre_requisits","syllabus","ref_books","percent_course_attendance","percent_endsem","percent_midsem","percent_project","percent_quiz_1","percent_quiz_2","percent_lab_evaluation"
"CS8013","Mobile and Wireless Network",4,3,0,0,0,0,"NIL","An Overview of Wireless Systems: Wireless History, taxonomy of wireless networks, Cellular 
Generations (from1G to 4G), Current & Future Wireless Technologies, and Trends. [2 H]
Radio Propagation and Interference: Radio wave propagation, Multi-path characteristic of radio 
wave, Short/long term fading, Indoor and Outdoor propagation models. [8 H]
Digital Modulation in Modern Wireless Systems: QPSK, DQPSK, p/4 DQPSK, n-QAM, OFDM. 
 [6 H]
Multiple Access Techniques: Contention-Based (Random-based) Protocols: ALOHA, CSMA,
Reservation based Protocols: FDMA, TDMA, CDMA, Fundamental of SC-FDMA and OFDMA, 
FHSS, DSSS. [8 H]
Cellular concept: Basic principles of cellular systems, e.g., Cell layout, Planning, Interference. 
 [7 H]
Traffic Channel Allocation & Mobility: Fixed Channel Allocation (FCA), Dynamic Channel 
Allocation (DCA), Hybrid Channel Allocation (HCA), Mobile IP. [2 H]
Wireless LAN: Operation of IEEE 802.11 Wireless LAN, incl. CSMA/CA, RTS/CTS, power 
management, 802.11a/b/g/n, 802.11e [3H]
Wireless PAN: Overview of operation of low-power wireless systems based on IEEE 802.15.1 
(Bluetooth) and IEEE 802.15.4 (Zigbee). [4 H]
Introduction to WiMAX and LTE. [2 H]","1. Dharma P. Agrawal, Qing-An Zeng, Introduction to Wireless and Mobile Systems, 3rd 
Edition, CL-Engineering, ISBN-13: 978-1439062050
2. Kaveh Pahlavan, Principles of Wireless Networks: A Unified Approach, 2nd Revised 
edition ISBN-13: 978-0470697085.
3. Garg, Wireless Communications and Networks, Morgan Kaufmann 2007, ISBN 978-0-12-
373580-5.
4. Anurag Kumar, D Manjunath and Jury, Wireless Networking, Morgan Kaufmann 2008, 
ISBN 978-0-12-374254-4.
5. T.S. Rappaport, “Wireless Communications - Principles and Practice,” 2nd edition Pearson 
2002, ISBN13: 9780130422323, ISBN10:0-13-042232-0
6. Jochen Schiller, “Mobile Communications” 2nd edition Pearson 2003 ISBN-10: 
0321123816, ISBN-13: 9780321123817
7. Andrea Goldsmith, “Wireless Communications”, Cambridge University Press, ISBN-10: 
0521837162 | ISBN-13: 978-0521837163
8. William Stallings, “Wireless Communications and Networks”, Second Edition, Pearson 
2005, ISBN: 0-13-191835-4",10,40,20,10,5,5,10
"CS8015","Computer Vision with Deep Learning",3,20,0,10,0,0,"","syllabus","books",5,30,20,15,10,10,10
"EC8021","Fundamentals of 5G and beyond 5G Mobile Network",3,20,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"OE4E64","Microwave Remote Sensing",3,10,0,0,0,0,"","Syllabus","books",5,30,20,15,10,10,10
"CS8016","Cloud Computing ",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME3009","Design of Mechanical Components",3,2,2,0,0,0,"NIL","Introduction:
Engineering Design, Basic requirements for machine elements and machines, Properties of materials.
 [2H]
Design of Cotter and Knuckle Joint:
Design of Cotter Joint with consideration of tensile failure of rod, spigot and socket; shear failure; crushing 
failure.
Design of Knuckle Joint considering failure of rod, pin, eye, fork end. [4H]
Design of Thick and Thin cylinders:
Cylinders, Cylinders subjected to internal pressure, Vessels subjected to external pressure, Pipes and Tubes.
 [4H]
Design of Shafts, Keys and Coupling:
Causes of Failures in shafts, Shaft subjected to pure torsional load and combined load, Design of Keys and 
Coupling. [4H]
Design of Bolted and Welded Joints:
Thread forms, Terminology, and Standards, Joint subjected to external load, Bolt tightening and initial 
tension,Joint-Fastener Stiffness.
Welded joints subjected to static axial and direct shearloading, Welded joints subjected to static torsional 
and bendingloading. [8H]
Design of Springs:
Terminology, Stress in the spring, Curvature effect, Deflection of helical springs.
 [4H]
Selection of Bearings:
Bearingtypes and applications, Bearing designation, Selection of bearing type.
 [4H]
Design and Selection of Gears and Belts:
Classification of Gears, Terminology, Tooth systems, Force analysis of Spur Gear, Lewis Bending 
equation, Velocity consideration in Lewis equation, Dynamic Tooth Load, Static Tooth Load, Wear Tooth 
Load, Design Procedure for Spur Gears.
Types of Belt Drives, Selection of a Belt Drive, Velocity ratio and length of a Belt Drive.
 [6H]
Design of Clutches and Brakes:
Functions of Clutch, Single and Multi plate clutches, Distinction between brake and clutch, shoe brake, 
band brakes. [2H]
Design for variable loading:
Stress Concentration, Fatigue, Fatigue-Life Methods, Endurance limit, Endurance limit modifying factors, 
Fatigue Failure Criteria for Fluctuating Stress.","1. Shigley, J., Mechanical Engineering Design, Sixth Edition, Tata McGraw Hill, 2003.
2. Bhandari, V., Design of Machine Elements, Second Edition, Tata Mc-Graw Hill, 2007.
3. Design Data Book, PSG College of Technology, Coimbatore.
4. Juvinall, R. C. and Marshek, K.M., Fundamentals of Machine Component Design, Wiley, 2005.",10,40,20,10,5,5,10
"CS3010","Software Engineering",3,3,0,0,0,0,"NIL","The Software Problem: Software Process, SDLC, 3Ps of Software problem, Software 
characteristics, Software Life Cycle Models, CMM, SPI [5H]
Requirement Engineering: , Software Requirements – FRs and NFRs, Use case modelling, 
Software Requirement Specification, Object-Oriented Domain Modelling, Identifying domain 
objects, Domain models [10H]
Software Design System and Sub-System Design, Architectural Styles, Object Design, Interface 
Design, Design Principles, Design Patterns, Refactoring [10H]
Software Testing, Testing Levels, Unit Testing, Integration Testing, System Testing, User 
acceptance testing, specialized testing for NFRs, Testing Techniques: Black-box, White-box, Model 
based testing [10H]
Software Project Planning and Estimation, Efforts and Time Estimation, Scheduling and Tracking, 
Software Configuration Management and Software Quality Assurance, Software re-engineering, 
reverse engineering, Model based Software Development. [7H]","1. Pankaj Jalote. ""An Integrated Approach to Software Engineering"", 3rd Edition, Narosa, 
2005
2. B. Bruegge, A. Dutoit: “Object-Oriented Software Engineering: Using UML, Patterns, 
and Java”, Prentice Hall, 2003.
3. E. Freeman, Elisabeth Robson, Bert Bates, Kathy Sierra, ""Head First Design Pattern"" 
O'Reilly Media, 2004
4. M. R. Blaha and J. Rumbaugh. ""Object-Oriented Analysis and Modeling using UML, 
2nd Edition, TMH, 2005.",10,40,20,10,5,5,10
"CS3011","Artificial Intelligence",3,3,0,0,0,0,"NIL","Overview: foundations, scope, problems, and approaches of AI. [2H]
Intelligent agents: reactive, deliberative, goal-driven, utility-driven, and learning agents ,Artificial 
Intelligence programming techniques
 [3 H]
Problem-solving through Search: forward and backward, state-space, blind, heuristic, problemreduction, A, A*, AO*, minimax, constraint propagation, neural, stochastic, and evolutionary 
search algorithms, sample applications.
 [5 H]
Knowledge Representation and Reasoning: ontologies, foundations of knowledge representation 
and reasoning, representing and reasoning about objects, relations, events, actions, time, and space; 
predicate logic, situation calculus, description logics, reasoning with defaults, reasoning about 
knowledge, sample applications. [6 H]
Planning: planning as search, partial order planning, construction and use of planning graphs
 [4 H]
Representing and Reasoning with Uncertain Knowledge: probability, connection to logic, 
independence, Bayes rule, bayesian networks, probabilistic inference, sample applications. 
 [5 H]
Decision-Making: basics of utility theory, decision theory, sequential decision problems, 
elementary game theory, sample applications. 
 [9 H]
Machine Learning and Knowledge Acquisition: learning from memorization, examples, 
explanation, and exploration. learning nearest neighbor, naive Bayes, and decision tree classifiers, 
Q-learning for learning action policies, applications.
 [8 H]","1. Nilsson, N. J. Artificial Intelligence - A Modern Synthesis. Palo Alto: Morgan Kaufmann. 
(1998).
2. Nilsson, N. J., Principles of Artificial Intelligence. Palo Alto, CA: Tioga (1981).
3. Rich, E., & Knight, K., Artificial Intelligence. New York: McGraw-Hill (1991).",10,40,20,10,5,5,10
"ME2003","Solid Mechanics",4,2,2,2,0,0,"NIL","Stress & strain: 
Tension, compression, shearing stress & strain; Poisson’s ratio: stress-strain relationship, Hooke’s 
law; elastic constants and their relations, stress-strain curves, anisotropy & orthotropy, thermal 
stresses, composite bars. [8 H]
Members subjected to flexural loads: 
Theory of simple bending, bending moment and shear force diagrams, relationship between 
bending moment, shear force and load, flexural relation, bending stresses, section modulus and 
transverse shear stress distribution. [8 H]
Deflection of Beams: 
Differential Equations of the Deflection Curve, Deflections by Integration of the Bending-Moment 
Equation, Deflections by Integration of the Shear-Force and Load Equations, Method of 
Superposition, Moment-Area Method, Discontinuity Functions, Use of Discontinuity Functions in 
Determining Beam Deflections. [8 H]
Principal Stress and Strain: 
Principal planes, stresses & strains, maximum normal &shear stresses, Mohr's circle of stress & 
strain. [5 H]
Torsion: 
Torsional shear stress in solid, hollow and stepped circular shafts, angulardeflection and power 
transmission capacity. [5 H]
Theories of Elastic Failures: 
The necessity for a theory, different theories,significance and comparison. [4 H]
Buckling:
Buckling and Stability, Columns with Pinned Ends, Columns with Other Support Conditions. [4 H]","1. Beer and Johnston , “Mechanics of Materials”, 5th Edition, McGraw Hill
2. James M. Gere, “Mechanics of Materials”, 6thEdition, Thomson Learning Inc.
3. Shames and Pitarresi, Introduction to Solid Mechanics, PHI",10,40,20,10,5,5,10
"CS3009","Network Security & Cryptography",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC3009","VLSI System Design (VLSI IC desien, logic synthesis using VHDL) ",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"SM3009","Additive and Subractive Manufacturing Processes",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC3010","Fundamentals of Electromagnetic Theory",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME3010","Industrial Internet of Things",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"SM3010","Computer Aided Product Development",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC3011","Digital Communications",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME3011","Heat Transfer",4,3,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"CS2002","Computer Organization and Architecture",4,3,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC2002","Digital Electronics and Microprocessor Interfacing ",4,3,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"CS2003","Database Management Systems",4,3,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC203a","Principle of Analog Communications ",2,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC203b","Network Theory (Analysis and Synthesis) ",2,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"SM2003","Solid Mechanics + Design of Mechanical Components",4,3,1,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"CS2004","Introduction to Data Science ",4,3,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC204a","Electronics Devices and Circuits",2,2,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC204b","Instrumentation and Measurement",2,2,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME2004","Engineering Thermodynamics",4,3,2,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"SM2004","Engineering Thermodynamics + Heat Transfer",4,3,1,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT2C01","OOPs in Java",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT2E01","Matlab and Simulink, Pspice",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT2M01","drawing/drafting/modelling and kinematic/ dynamic modelling-ME",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT2S01","drawing/drafting/modelling and kinematic/ dynamic modelling-SM",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT3C01","Computer Network Lab ",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT3E01","Tanner Tool (Tspice), VHDL and Verilog ",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"IT3M01","CATIA and Power Mill",2,0,0,3,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"SM3012","Advanced Cyber Physical System",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS3001","Engineering Design  Including Design and Fabrication Project",4,1,0,6,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS3009","Service Design",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS3010","Sustainable Design",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS3011","Design Management",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS3012","Design Project 4 (compulsory)",3,0,0,6,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS2005","Studies in Form ",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS2006","Industrial Design 1 ",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS2007","Communication Design 1 ",3,2,0,2,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"DS2008","Design Project 1 ",3,0,0,6,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"OE2D11","Design Thinking",3,2,0,2,0,0,"","syllabus","book",5,30,20,15,10,10,10
"OE2M07","Operations Research",3,3,0,0,0,0,"NIL","Modeling with Linear Programming - Two-Variable LP Model, Graphical LP Solution, Solution 
of a Maximization Model, Solution of a Minimization Model, Selected LP Applications; [6 H]
The Simplex Method and Sensitivity Analysis - LP Model in Equation Form, Transition from 
Graphical to Algebraic Solution, The Simplex Method, Artificial Starting Solution, Special Cases in 
the Simplex Method, Sensitivity Analysis - Graphical and Algebraic Sensitivity Analysis; [6 H]
Duality and Post-Optimal Analysis - Definition of the Dual Problem, Primal-Dual Relationships, 
Economic Interpretation of Duality, Post-Optimal Analysis; [6 H]
Transportation Model and Its Variants - Definition of the Transportation Model, The 
Transportation Algorithm, The Assignment Model; [6 H]
Network Models - Minimal Spanning Tree Algorithm, Shortest-Route Problem, LP Formulation of 
the Shortest-Route Problem, Maximal flow model, LP Formulation of Maximal Flow Model, 
Critical Path (CPM) Computations, Construction of the Time Schedule, LP Formulation of CPM;.
 [7 H]
Integer Linear Programming - Integer Programming Algorithms, Branch-and-Bound (B&B) 
Algorithm, Cutting-Plane Algorithm, Traveling Salesperson Problem (TSP), Heuristic Algorithms, 
B&B Solution Algorithm, Cutting-Plane Algorithm; [7 H]
Deterministic Dynamic Programming - Recursive Nature of Computations in DP, Forward and 
Backward Recursion, Selected DP Applications. [8 H]","1. Hamdy A. Taha Operations Research: An Introduction, Pearson.
2. Frederick S. Hiller, Gerald J. Lieberman, Introduction to Operations Research, McGraw Hill.
3. Ravindran, Phillips and Solberg, Operations Research: Principles and Practice, Wiley India.
4. Hillier and Liberman, Introduction to Operations Research: Concepts and Cases, McGraw-Hill.",10,40,20,10,5,5,10
